"librairie";"table";"var";"libelle";"andeb";"anfin";"jointure";"commentaire";"type";"longueur";"droits"
"hadxxbd";"acte";"acte";"Acte CCAM + phase";16;26;"";"";"Caractère";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acte";"acte_activ";"Activité de l'acte";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acte";"acte_date_valide";"Dates de validité de l'acte compatibles avec les dates de la sousséquence";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acte";"acte_delai";"Délai de réalisation de l'acte";16;26;"";"En jours : [date de réalisation de l'acte - date de début de la sousséquence]";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acte";"acte_ext_doc";"Extension documentaire";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acte";"acte_nbfois";"Nombre de réalisations de l'acte";16;26;"";"";"Numérique";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acte";"extension_pmsi";"Extension PMSI du code CCAM";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acte";"ident";"Clé de jointure";16;26;"1";"Identifiant sur 6 caractères permettant la jointure entre les différentes tables. Il est répété autant de fois qu'il y a d'actes dans la sous-séquence";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acter";"acte_nbfois";"Nombre de réalisations";25;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acter";"date";"Date de réalisation";25;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acter";"ident";"Clé de jointure";25;26;"";"";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acter";"intervenant";"Code intervenant";25;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acter";"intervention";"Code intervention";25;26;"";"";"Caractère";5;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acter";"mod_temps";"Code modulateur de temps";25;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acter";"per_annee";"Année période de transmission";25;26;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acter";"per_mois";"Mois période de transmission";25;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"acter";"pluri_pro";"Modalité pluriprofessionnelle";25;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"art_51";"Identification des séjours  relevant dune
expérimentation Art.51";22;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cmu";"Patient bénéficiaire de la CMU";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"confirme_urg";"Confirmation de la prise en charge dans le cadre du dispositif des soins urgents";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_art_51";"Code retour Identification des séjours  relevant dune expérimentation Art.51";22;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_caisse_gest";"Code retour contrôle N° caisse gestionnaire";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_centre_gest";"Code retour contrôle N° caisse gestionnaire";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_cmu";"Code retour contrôle Patient bénéficiaire de la CMU";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_confirme_urg";"Code retour contrôle Confirmation de la prise en charge dans le cadre du dispositif des soins urgents";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_exo_tm";"Code retour contrôle  code justification d'exonération du ticket modérateur ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_fact18e";"Code retour contrôle  facturation des 18 euros ";16;18;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_factam";"Code retour contrôle  séjour facturable à l'assurance maladie ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_first_ano_date";"code retour de l'identifiant de première hospitalisation";17;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_gdregime";"Code retour code grand régime";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_gestion";"Code retour contrôle code gestion";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_id_anohosp";"Code retour contrôle Identifiant anonyme d'hospitalisation";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_ins";"Code retour identifiant national de santé anonymisé";22;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_mnt_br";"Code retour contrôle  montant base remboursement";16;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"cr_mnt_fj";"Code retour contrôle  montant à facturer au titre du forfait journalier ";16;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"cr_mnt_maj";"Code retour contrôle  montant lié à la majoration au parcours de soin";16;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"cr_mnt_tm";"Code retour contrôle  montant à facturer au titre du ticket modérateur";16;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"cr_mnt_tot_am";"Code retour contrôle  montant total du séjour remboursé par l'assurance maladie";16;26;"";"Hors prestations annexes";"Caractère";1;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"cr_mnt_tot_amc";"Code retour contrôle Montant total du séjour remboursable pour l'AMC";16;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"cr_motif";"Code retour contrôle  motif de la non facturation à l'assurance maladie ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_nature_assure";"Code retour contrôle  nature d'assurance ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_nb_venues";"Code retour contrôle  nombre de venues de la facture ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_num_accidt";"Code retour contrôle  Numéro accident du travail ou date d'accident de droit commun";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_num_entree";"Code retour contrôle N° d'entrée";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_org_compl";"Code retour contrôle  Numéro d'organisme complémentaire";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_particip_assure";"Code retour contrôle Code participation assuré";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_pays_ass";"Code retour contrôle ""Pays d'assurance social""";21;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_prisec_fj";"Code retour contrôle  code de prise en charge du forfait journalier ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_rang_benef";"Code retour contrôle Rang du bénéficiaire";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_rang_nais";"Code retour contrôle Rang de naissance";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_taux";"Code retour contrôle  taux de remboursement";16;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"cr_tmf";"code retour du ticket modérateur forfaitaire";19;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"cr_type_amc";"Code retour contrôle  type de contrat souscrit auprès d'un organisme complémentaire ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"exo_tm";"Code justification d'éxonération du ticket modérateur";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"fact18e";"Facturation du 18 euro";16;18;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"factam";"Séjour facturable à l'assurance maladie";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"finess_esms";"Finess ESMS";16;26;"";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"first_ano_date";"Identifiant de première hospitalisation";17;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"format_vidhosp";"N° format VID-HOSP";16;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"gdregime";"Code grand régime";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"gestion";"Code gestion";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"id_anohosp";"Identifiant anonyme d'hospitalisation";16;26;"";"";"Caractère";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"ident_sej";"Clé de jointure au séjour";16;26;"1";"Identifiant sur 5 caractères permettant la jointure avec la table fixe_sej. Il est unique par séjour";"Caractère";5;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"ins";"Identifiant national de santé anonymisé";22;26;"";"";"Caractère";64;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"mnt_br";"Montant base remboursement";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"mnt_fj";"Montant à facturer au titre du forfait journalier ";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"mnt_maj";"Montant lié à la majoration au parcours de soins";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"mnt_tm";"Montant à facturer au titre du ticket modérateur";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"mnt_tot_am";"Montant AM du séjour";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"mnt_tot_amc";"Montant total du séjour remboursable pour l'AMC";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"motif";"Motif de la non facturation à l'assurance maladie";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"nature_assure";"Nature d'assurance";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"nb_venues";"Nombre de venues de la facture";16;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"num_accidt";"N° accident du travail ou date d'accident de droit commun";16;26;"";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"num_caisseg";"N° caisse gestionnaire";16;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"num_centreg";"N° centre gestionnaire";16;26;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"num_entree";"N° d'entrée";16;16;"";"";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"org_compl";"N° d'organisme complémentaire";16;26;"";"";"Caractère";10;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"particip_assure";"Code participation assuré";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"pays_ass";"Pays d'assurance social";21;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"prisec_fj";"Code de prise en charge du forfait journalier ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"rang_benef";"Rang du bénéficiaire";16;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"rang_nais";"Rang de naissance";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"taux";"Taux de remboursement du séjour";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"hadxxbd";"ano_fact";"tmf";"Ticket modérateur forfaitaire";19;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ano_fact";"type_amc";"Type de contrat souscrit auprès d'un organisme complémentaire";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ctlf";"code_erreur";"Code d'erreur";16;25;"";"";"Caractère";3;"ATIH, ARS, INSTI"
"hadxxbd";"ctlf";"ident_sej";"Clé de jointure au séjour";16;25;"1";"Identifiant sur 5 caractères permettant la jointure avec la table fixe_sej. Il est unique par séjour";"Caractère";5;"ATIH, ARS, INSTI"
"hadxxbd";"ctlf";"nb_erreur";"Nombre d'erreurs";16;25;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"hadxxbd";"ctlf";"per_annee";"Année de transmission";16;25;"";"";"Caractère";4;"ATIH, ARS, INSTI"
"hadxxbd";"ctlf";"per_mois";"Mois de transmission";16;25;"";"";"Caractère";2;"ATIH, ARS, INSTI"
"hadxxbd";"ctlf";"seqfact";"N° séquentiel de facture";16;25;"0";"";"Caractère";5;"ATIH, ARS, INSTI"
"hadxxbd";"diag";"diag";"Diagnostics (DP, DCMPP, DCMPA ou DAS)";16;26;"";"Différents de blanc ou xxxx";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"diag";"ident";"Clé de jointure";16;26;"1";"Identifiant sur 6 caractères permettant la jointure entre les différentes tables. Il est répété autant de fois qu'il y a de diagnostics dans la sous-séquence";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"diag";"typ_diag";"Type de diagnostics";16;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"dsc";"code";"Code de l'acte";21;23;"";"Actes autorisés pour PCR : 
INF, MED, BIO, PRA, PCR
Actes autorisés pour TAG : 
INF, MED, BIO, ADB
Actes autorisés indépendemment du test (type de test = 3) : 
CCT, SEQ (seulement pour les établissements autorisés)
Type de dépistage individuel ou collectif : uniquement pour les actes de prélèvement (INF, MED, BIO)
Les prestations PRA et ADB n'acceptent aucun modificateur";"Caractère";7;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"dsc";"finess";"FINESS PMSI";21;23;"";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"dsc";"nb";"Nombre d'actes réalisés";21;23;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"dsc";"per_annee";"Année de transmission";21;23;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"dsc";"per_exec";"Période d'execution";21;23;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"dsc";"per_mois";"Mois de transmission";21;23;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"dsc";"px_moy";"Prix moyen pondéré par l'effectif des autotests du personnel non vacciné du 08/08/2021 au 15/10/2021";21;21;"";"Par exemple si 3 types d'autotests ont été réalisés dans une population n, test 1 au prix p1 pour n1 patients, test 2 au prix p2 pour n2 patients, test 3 au prix p3 pour n3 patients, le prix moyen pondéré (PMP) sera : 
PMP = (n1*p1+n2*p2+n3*p3)/n";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"dsc";"type_test";"Type de tests";21;23;"";"Le recueil PCR ne concerne que les établissements ex-DG";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ehpa";"annee";"Année période";16;26;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ehpa";"codefs";"Code forfait de soins";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ehpa";"datedeb";"Date de début de la convention";16;26;"";"Format JJMMAAAA (obligatoire) ";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ehpa";"datefin";"Date de fin de la convention";16;26;"";"Format JJMMAAAA. Peut ne pas être renseignée (8 caractères « espace »)";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ehpa";"finess";"FINESS PMSI";16;26;"0";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ehpa";"finess_esms";"N° FINESS de l'ESMS, du SSIAD ou du SPASAD";16;26;"";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ehpa";"mois";"N° période (mois)";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"ehpa";"type_etab";"Type d'établissement";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"age";"Age en années";16;26;"";"En nombre d'années révolues : date d'entrée de la sousséquence - date de naissance";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"agejour";"Age en jours";16;26;"";"En nombre de jours (date d'entrée de la sousséquence - date de naissance), pour les moins d'1 an ; borné à 0 si négatif";"Numérique";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"alim";"Cotation dépendance AVQ, alimentation";16;26;"";"0 : non attendu";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"anneeseq";"Année de la date de fin de la séquence";16;26;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"anneesseq";"Année de sortie de la sousséquence";16;26;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"codegeo";"Code géographique de résidence du patient";16;26;"";"";"Caractère";5;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"codepost";"Code postal de résidence du patient";20;26;"";"";"Caractère";5;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"comport";"Cotation dépendance AVQ, comportement";16;26;"";"0 : non attendu";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"conti";"Cotation dépendance AVQ, continence";16;26;"";"0 : non attendu";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"delaiseq";"Nombre de journées entre le début de la séquence et la date d'entrée du séjour";16;26;"";"";"Numérique";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"delaissseq";"Nombre de journées entre le début de la sousséquence et le début de la séquence";16;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"dep_cogn";"Somme des cotations dépendances : comportement et relationnel";16;26;"";"";"Numérique";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"dep_phys";"Somme des cotations dépendances : habillage/toilette, locomotion, alimentation et continence";16;26;"";"";"Numérique";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"dernseq";"Dernière séquence du séjour";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"dernssseq_sej";"Dernière sousséquence du séjour";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"dernssseq_seq";"Dernière sousséquence de la séquence";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"destination";"Destination";16;26;"";"Précise le mode de sortie si besoin";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"domicile";"Type de lieu de domicile du patient";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"dp";"Diagnostic principal";16;26;"";"";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"finess";"FINESS PMSI";16;26;"0";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"finess_esms";"Finess ESMS";16;26;"";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"finessgeo";"Finess géographique";16;26;"";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"ghpc";"GHPC PAPRICA";16;26;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"ght1";"GHT n°1 PAPRICA";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"ght2";"GHT n°2 PAPRICA";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"ght3";"GHT n°3 PAPRICA";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"ght4";"GHT n°4 PAPRICA";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"habill";"Cotation dépendance AVQ, habillage/toilette";16;26;"";"0 : non attendu";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"ident";"Clé de jointure";16;26;"2";"Identifiant sur 6 caractères permettant la jointure entre les différentes tables. Il est unique par sous-séquence";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"ident_sej";"Clé de jointure au séjour";16;26;"1";"Identifiant sur 5 caractères permettant la jointure avec la table fixe_sej. Il est unique par séjour";"Caractère";5;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"ik";"Cotation dépendance selon Karnofsky (indice de Karnofsky)";16;26;"";"";"Numérique";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"loco";"Cotation dépendance AVQ, locomotion";16;26;"";"0 : non attendu";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"modeentree";"Mode d'entrée";16;26;"";"Peut être précisé par la variable Provenance";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"modesortie";"Mode de sortie";16;26;"";"Peut être précisé par la variable Destination
Non renseigné si séjour non terminé";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"moisseq";"Mois de la date de fin de la séquence";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"moissseq";"Mois de sortie de la sousséquence";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"mpa";"Mode de prise en charge associé";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"mpp";"Mode de prise en charge principal";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nat_sej";"Nature du séjour";19;26;"";"La nature du séjour est reliée au projet médical à ladmission : elle est recueillie une seule fois au cours séjour, pendant la première séquence (entre le 1er et le 7ème jour de la première séquence).";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nbacte";"Nombre de zones d'actes CCAM";16;26;"";"";"Numérique";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nbda";"Nombre de diagnostics associés";16;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nbdcmpa";"Nombre de diagnostics liés au MPA";16;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nbdcmpp";"Nombre de diagnostics liés au MPP";16;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nbj1";"Nombre de jours GHT n°1 PAPRICA";16;26;"";"";"Numérique";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nbj2";"Nombre de jours GHT n°2 PAPRICA";16;26;"";"";"Numérique";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nbj3";"Nombre de jours GHT n°3 PAPRICA";16;26;"";"";"Numérique";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nbj4";"Nombre de jours GHT n°4 PAPRICA";16;26;"";"";"Numérique";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"hadxxbd";"fixe";"nbjseq";"Nombre de journées dans la séquence ";16;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
