"librairie";"table";"var";"libelle";"andeb";"anfin";"jointure";"commentaire";"type";"longueur";"droits"
"mcoxxbd";"ano_fact";"cr_rang_benef";"Code retour contrôle Rang du bénéficiaire";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"cr_rang_nais";"Code retour contrôle Rang de naissance";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"cr_regime_presta";"Code retour Régime de prestation de l'assuré";17;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"cr_sortie";"Code retour Date de sortie";17;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"cr_taux";"Code retour contrôle  taux de remboursement";16;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"cr_tmf";"code retour du ticket modérateur forfaitaire";19;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"cr_top_eclatement_flux";"Code retour Top éclatement des flux par l'établissement";17;26;"";"";"Caractère";1;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"cr_type_amc";"Code retour contrôle  type de contrat souscrit auprès d'un organisme complémentaire ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"exo_tm";"Code justification d'éxonération du ticket modérateur";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"fact18e";"Facturation du 18 euro";16;18;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"factam";"Séjour facturable à l'assurance maladie";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"first_ano_date";"Identifiant de première hospitalisation";17;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"format_vidhosp";"N° format VID-HOSP";16;19;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"gdregime";"Code grand régime";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"gestion";"Code gestion";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"id_anohosp";"Identifiant anonyme d'hospitalisation";16;26;"";"";"Caractère";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"ident";"Clé de jointure";16;26;"1";"identifiant sur 6 caractères permettant la jointure entre les différentes tables.";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"ins";"Identifiant national de santé anonymisé";22;25;"";"";"Caractère";64;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"mnt_br";"Montant base remboursement";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"mnt_fj";"Montant à facturer au titre du forfait journalier ";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"mnt_maj";"Montant lié à la majoration au parcours de soins";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"mnt_tm";"Montant à facturer au titre du ticket modérateur";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"mnt_tot_am";"Montant AM du séjour";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"mnt_tot_amc";"Montant total du séjour remboursable pour l'AMC";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"motif";"Motif de la non facturation à l'assurance maladie";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"nature_assure";"Nature d'assurance";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"nb_venues";"Nombre de venues de la facture";16;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"num_accidt";"N° accident du travail ou date d'accident de droit commun";16;26;"";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"num_caisseg";"N° caisse gestionnaire";16;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"num_centreg";"N° centre gestionnaire";16;26;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"num_entree";"N° d'entrée";16;16;"";"";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"org_compl";"N° d'organisme complémentaire";16;26;"";"";"Caractère";10;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"particip_assure";"Code participation assuré";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"pays_ass";"Pays d'assurance social";21;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"prisec_fj";"Code de prise en charge du forfait journalier ";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"rang_benef";"Rang du bénéficiaire";16;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"rang_nais";"Rang de naissance";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"taux";"Taux de remboursement du séjour";16;26;"";"";"Numérique";8;"ATIH, ARS, INSTI"
"mcoxxbd";"ano_fact";"tmf";"Ticket modérateur forfaitaire";19;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_fact";"type_amc";"Type de contrat souscrit auprès d'un organisme complémentaire";16;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"annee_naissance";"Année de la date de naissance du patient";20;26;"";"A partir des transmission M5 2020";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"ano_date";"Délai à la date d'entrée";16;26;"";"";"Numérique";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"anonyme";"Clé de chainage";16;26;"2";"";"Caractère";17;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"art_51";"Identification des ACE  relevant dune
expérimentation Art.51";22;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"cr_art_51";"Code retour Identification des ACE relevant dune expérimentation Art.51";22;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"cr_date";"Code retour contrôle date de référence (date d'entrée)";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"cr_ins";"Code retour identifiant national de santé anonymisé";22;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"cr_ipp_c";"Code retour contrôle "" N° identification permanent du patient""";19;19;"";"";"Caractère";1;"ATIH"
"mcoxxbd";"ano_rsfa_externe";"cr_naissance";"Code retour contrôle date de naissance";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"cr_numss";"Code retour contrôle n° sécurité sociale";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"cr_pays_ass";"Code retour contrôle ""Pays d'assurance social""";21;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"cr_sejour";"Code retour contrôle N° d'identification administratif de séjour";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"cr_sexe";"Code retour contrôle sexe";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"date_deb_fact";"Date de début de la facturation";19;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"date_fin_fact";"Date de fin de la facturation";19;26;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"ident_ext";"Clé de jointure activité externe";16;26;"2";"identifiant sur 6 caractères permettant la jointure entre les différentes tables de l'activité externe. 1 ligne par facture.";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"ins";"Identifiant national de santé anonymisé";22;25;"";"";"Caractère";64;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"ipp_c";"N° d'identification permanent du patient anonymisé";19;19;"";"";"Caractère";44;"ATIH"
"mcoxxbd";"ano_rsfa_externe";"mois_naissance";"Mois de la date de naissance du patient";20;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"pays_ass";"Pays d'assurance social";21;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"rang_benef";"Rang du bénéficiaire";16;26;"";"";"Caractère";3;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"ano_rsfa_externe";"rang_nais";"Rang de naissance";16;26;"";"";"Caractère";1;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"autor_pgv";"ident";"Clé de jointure";20;26;"1";"";"Caractère";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"autor_pgv";"type_aut_pgv";"Type d'autorisation à portée globale valide";20;26;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"finess";"FINESS PMSI";16;17;"0";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"mnt_bhn_paye";"Montant total d'actes du RIHN dont la facture a été reçue à un établissement de santé - ex-DG ou ex-OQN - (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"mnt_bhn_payl";"Montant total d'actes du RIHN dont la facture a été reçue à un laboratoire privé ou un cabinet (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"mnt_lc_paye";"Montant total d'actes de la LC dont la facture a été reçue  à un établissement de santé (ex-DG ou ex-OQN)";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"mnt_lc_payl";"Montant total d'actes de la LC dont la facture a été reçue  à un laboratoire privé ou un cabinet";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"mnt_phn_paye";"Montant total d'actes de la LC dont la facture a été reçue  à un établissement de santé - ex-DG ou ex-OQN - (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"mnt_phn_payl";"Montant total d'actes de la LC dont la facture a été reçue  à un laboratoire privé ou un cabinet (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"mnt_rihn_paye";"Montant total d'actes du RIHN dont la facture a été reçue à un établissement de santé (ex-DG ou ex-OQN)";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"mnt_rihn_payl";"Montant total d'actes du RIHN dont la facture a été reçue à un laboratoire privé ou un cabinet";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"per_annee";"Année de transmission";16;17;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_conso";"per_mois";"Mois de transmission";16;17;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_nbact";"code_act";"Code de l'acte";16;17;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_nbact";"finess";"FINESS PMSI";16;17;"0";"";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_nbact";"nb_act";"Nombre d'actes réalisés par patient de l'établissement";16;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_nbact";"nb_act_aut";"Nombre d'actes réalisés pour les patients d'autres établissements ou de laboratoires extérieurs";16;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_nbact";"nb_act_ext";"Dont nombre d'actes réalisés pour consultants externes";16;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_nbact";"nb_act_hosp";"Dont nombre d'actes réalisés pour patients hospitalisés";16;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_nbact";"per_annee";"Année de transmission";16;17;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_nbact";"per_mois";"Mois de transmission";16;17;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"finess";"FINESS PMSI";16;17;"0";"Permet la jointure avec les autres fichiers non encore en tables SAS";"Caractère";9;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_bhn_factdg";"Montant total d'actes du RIHN dont la facture a été émise à l'encontre d'un établissement de santé ex-DG (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_bhn_factl";"Montant total d'actes du RIHN dont la facture a été émise à l'encontre d'un laboratoire privé ou d'un cabinet (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_bhn_factoqn";"Montant total d'actes du RIHN dont la facture a été émise à l'encontre d'un établissement de santé ex-OQN (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_lc_factdg";"Montant total d'actes de la LC dont la facture a été émise  à l'encontre d'un établissement de santé ex-DG";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_lc_factl";"Montant total d'actes de la LC dont la facture a été émise  à l'encontre d'un laboratoire privé ou d'un cabinet";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_lc_factoqn";"Montant total d'actes de la LC dont la facture a été émise  à l'encontre d'un établissement de santé ex-OQN";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_phn_factdg";"Montant total d'actes de la LC dont la facture a été émise  à l'encontre d'un établissement de santé ex-DG (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_phn_factl";"Montant total d'actes de la LC dont la facture a été émise  à l'encontre d'un laboratoire privé ou d'un cabinet (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_phn_factoqn";"Montant total d'actes de la LC dont la facture a été émise  à l'encontre d'un établissement de santé ex-OQN (en centimes d'euro)";16;16;"";"";"Numérique";6;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_rihn_factdg";"Montant total d'actes du RIHN dont la facture a été émise à l'encontre d'un établissement de santé ex-DG";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_rihn_factl";"Montant total d'actes du RIHN dont la facture a été émise à l'encontre d'un laboratoire privé ou d'un cabinet";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"mnt_rihn_factoqn";"Montant total d'actes du RIHN dont la facture a été émise à l'encontre d'un établissement de santé ex-OQN";17;17;"";"";"Numérique";8;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"per_annee";"Année de transmission";16;17;"";"";"Caractère";4;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"bphn_prod";"per_mois";"Mois de transmission";16;17;"";"";"Caractère";2;"ATIH, ARS, FD, INSTI, AGENCE, ETAB"
"mcoxxbd";"cartcell_patient";"allo_greffe";"Le patient a déjà reçu une allogreffe de cellules souches hématopoïétiques";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"annee_per";"Année période";19;26;"";"";"Caractère";4;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"auto_greffe";"Le patient a déjà reçu une greffe autologue de cellules souches hématopoïétiques";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"cart_nbcell";"Dose de cellules car-T administrées";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"cause_non_reinj";"Cause de non réinjection";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"date_admin_cart";"Date administration de la poche";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"date_apherese";"Date de l'aphérèse";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"date_comm_cart";"Date de commande au fournisseur";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"date_rcp";"Date de réunion de concertation pluridisciplinaire";22;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"ech_perf_comm";"Valeur de lECOG ou de lIK au moment de la commande";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"ech_perf_trait";"Valeur de lECOG ou de lIK au moment de linjection";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"ech_perf_util";"Echelle de performance utilisée (ECOG / IK)";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"envahissement_extra_med";"Envahissement extra-médullaire";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"finess";"FINESS PMSI";19;26;"0";"";"Caractère";9;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"finessgeo";"N° FINESS géographique";19;26;"";"";"Caractère";9;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"id_exp";"N° enquête expérimentale";19;26;"";"";"Caractère";5;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"id_ord";"N° de fichier";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"indication";"Indication Thérapeutique";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"ins";"Identifiant national de santé anonymisé";22;26;"";"";"Caractère";64;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"ipp_c";"N° d'identification permanent du patient anonymisé";19;26;"";"";"Caractère";44;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"leucemie_avt_lymphodepl";"Statut de la maladie avant la lymphodéplétion pour les leucémies";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"lymphome_avt_lymphodepl";"Statut de la maladie avant la lymphodéplétion pour les lymphomes";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"medict_conforme";"Médicament conforme";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"mois_per";"Mois période";19;26;"";"";"Caractère";3;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"nb_lignes";"Nombre de lignes de traitement reçues avant indication CAR-T";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"notrait";"N° de traitement";19;26;"";"En cas de nouveau traitement pour le même patient";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"pct_blaste";"Pourcentage de blastes médullaires";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"specialite";"spécialité UCD";19;26;"";"";"Caractère";13;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"suivi_etab";"Le patient est-il suivi dans le même établissement";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"tolici_inj_type";"Type de traitement Tocilizumab";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"tolici_mg";"dose Toclizumab en mg";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"tolicizumab_inj";"Tocilizumab";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"tt_controle";"Recours traitement de contrôle";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"tt_inj";"traitement injecté au patient";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_patient";"viab_cellul";"Pourcentage de viabilité cellulaire";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"annee_per";"Année période";19;26;"";"";"Caractère";4;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"aplasie_med";"Aplasie médullaire";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"autre";"Autre effet indésirable ou complication";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"avc_hemo";"AVC hémorragique";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cancer_2nd";"Cancer secondaire";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cytok_cathec";"Syndrome de relargage des cytokines ayant nécessité un traitement par catécholamines";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cytok_tt_rea";"Syndrome de relargage des cytokines ayant nécessité une réanimation";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cytok_ventil";"Syndrome de relargage des cytokines ayant nécessité une ventilation mécanique";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cytokin";"Syndrome de relargage des cytokines";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cytopen";"Cytopénies retardées";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cytopen_anemie";"Anémie de grade 3/4 au-delà des 30 jours suivants linjection dun des médicaments définis au I de la présente annexe";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cytopen_fctr_crois";"Cytopénie ayant necessité un recours à  des facteurs de croissance";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cytopen_neutro_thrombo";"Neutropénie ou thrombocytopénie de grade 3/4  au-delà des 30 jours suivants linjection dun des médicaments définis au I de la présente annexe";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"cytopen_transfusions";"Cytopénie ayant necessité un recours à des transfusions";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"date_suivi";"date du suivi";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"dc_cause";"Décès lié à la toxicité du CAR-T cell";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"dc_date";"Date du décès";19;26;"";"";"Numérique";8;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"finess";"FINESS PMSI";19;26;"0";"";"Caractère";9;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"finessgeo";"N° FINESS géographique";19;26;"";"";"Caractère";9;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"hypo_glob";"Hypogammaglobulinémie";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"id_exp";"N° enquête expérimentale";19;26;"";"";"Caractère";5;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"id_ord";"N° de fichier";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"id_suivi";"Identification du suivi";19;26;"";"";"Caractère";3;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"infection";"Infection grade 3-4";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"ins";"Identifiant national de santé anonymisé";22;26;"";"";"Caractère";64;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"ipp_c";"N° d'identification permanent du patient anonymisé";19;26;"";"";"Caractère";44;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"lyse_tumorale";"Syndrome de lyse tumorale";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"mdie_autoimm";"Apparition maladie auto-immune";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"mdie_autoimm_clinique";"Maladie auto-immune clinique";19;26;"";"";"Caractère";1;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"mois_per";"Mois période";19;26;"";"";"Caractère";3;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"mutagenes";"Mutagènèse insertionnelle";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"neurotox";"Neurotoxicité";19;26;"";"";"Caractère";20;"ATIH, ARS"
"mcoxxbd";"cartcell_suivi";"neurotox_rea";"Neurotoxicité ayant nécessité une réanimation";19;26;"";"";"Caractère";1;"ATIH, ARS"
